os_id;country_id;url_id;browser;latency;age;gender;registered;date_id
LX       ;US;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Edge      ;306;51+  ;F;1;840
A9       ;BG;/                                           ;Edge      ;425;31-50;F;0;840
A9       ;IE;/packages                                   ;Edge      ;320;31-50;M;1;840
IOS15_3_1;MA;/apis/cloud/statusIndicators/security       ;Firefox   ;200;18-30;F;1;840
A8_0_0   ;RO;/apis/onSite/pGateway/specification         ;Firefox   ;704;51+  ;F;0;840
IOS15_3_1;DE;/                                           ;Firefox   ;224;51+  ;F;0;840
W10      ;HR;/apis/cloud/statusIndicators/introduction   ;Firefox   ;350;31-50;M;0;840
IOS14_6  ;CA;/                                           ;Firefox   ;461;18-30;F;0;840
W10      ;DK;/packages                                   ;Firefox   ;366;51+  ;M;1;840
A11      ;NZ;/getting-started                            ;Firefox   ;412;31-50;M;1;840
A8_0_0   ;EE;/apis/cloud/liveVisualization/specification ;Opera     ;261;18-30;F;0;840
A6       ;MA;/                                           ;Opera     ;560;18-30;M;0;840
W10      ;ID;/apis/cloud/statusIndicators/specification  ;Opera     ;459;18-30;M;0;840
A12      ;UA;/apis/cloud/robot/specification             ;Opera     ;154;31-50;M;1;840
W7       ;MT;/                                           ;Safari    ;538;51+  ;M;0;840
IOS11_0  ;CN;/getting-started                            ;Safari    ;298;51+  ;F;0;840
IOS15_6  ;VN;/news                                       ;Safari    ;469;18-30;F;1;840
A9       ;PT;/apis/cloud/statusIndicators/introduction   ;Safari    ;187;51+  ;F;0;840
A12      ;EG;/apis/cloud/liveVisualization/introduction  ;Chrome    ;454;51+  ;M;1;841
IOS13_2_3;RS;/                                           ;Chrome    ;734;18-30;M;0;841
IOS13_2_3;GE;/packages                                   ;Chrome    ;213;31-50;F;0;841
A13      ;LT;/apis/onSite/pGateway/deployment            ;Edge      ;438;51+  ;M;0;841
A8_0_0   ;IE;/apis/onSite/pGateway/specification         ;Edge      ;415;31-50;M;1;841
W10      ;MY;/apis/cloud/liveVisualization/security      ;Edge      ;309;31-50;M;1;841
A10      ;DE;/apis/onSite/pGateway/security              ;Firefox   ;303;31-50;F;1;841
IOS14_6  ;CR;/sdk/mobile/myport/introduction             ;Firefox   ;1424;18-30;M;0;841
A8_1_0   ;JP;/sdk/mobile/myport/requirements             ;Firefox   ;1323;18-30;M;1;841
IOS15_6_1;MY;/packages                                   ;Firefox   ;258;31-50;F;0;841
A6       ;CZ;/apis/onSite/pGateway/introduction          ;Firefox   ;230;31-50;M;1;841
IOS15_6_1;SK;/sdk/mobile/myport/introduction             ;Firefox   ;372;31-50;F;1;841
IOS13_2_3;SE;/apis/onSite/pGateway/introduction          ;Firefox   ;397;31-50;F;1;841
IOS15_2  ;HU;/packages                                   ;Opera     ;223;51+  ;F;0;841
W7       ;HR;/                                           ;Opera     ;144;18-30;M;1;841
W10      ;TR;/packages                                   ;Opera     ;353;31-50;M;1;841
IOS15_6  ;SI;/apis/onSite/pGateway/deployment            ;Opera     ;390;51+  ;F;0;841
W7       ;SI;/                                           ;Opera     ;302;18-30;F;1;841
A10      ;CN;/apis/onSite/pGateway/introduction          ;Opera     ;779;31-50;M;1;841
IOS15_4  ;HK;/                                           ;Opera     ;254;18-30;M;0;841
IOS14_7_1;KR;/sdk/mobile/myport/introduction             ;Opera     ;335;51+  ;M;0;841
MI10_15  ;MX;/apis/onSite/pGateway/security              ;Safari    ;525;31-50;F;1;841
IOS15_4_1;RO;/apis/onSite/pGateway/hardware              ;Safari    ;367;31-50;M;1;841
A13      ;ZA;/apis/cloud/liveVisualization/specification ;Safari    ;557;51+  ;M;0;841
IOS14_6  ;NO;/sdk/mobile/myport/introduction             ;Chrome    ;281;31-50;M;0;842
IOS15_4_1;ES;/                                           ;Chrome    ;464;31-50;M;1;842
IOS16_0  ;KR;/                                           ;Chrome    ;726;31-50;F;1;842
IOS15_3  ;JP;/apis/cloud/robot/specification             ;Chrome    ;509;18-30;M;1;842
IOS15_4_1;SI;/sdk/mobile/myport/introduction             ;Chrome    ;223;31-50;M;0;842
IOS8_3   ;MX;/apis/cloud/robot/specification             ;Chrome    ;752;51+  ;F;1;842
MI10_15  ;CN;/                                           ;Edge      ;523;31-50;F;1;842
MI10_13  ;EG;/sdk/mobile/myport/specification            ;Edge      ;176;31-50;M;1;842
W10      ;VE;/                                           ;Edge      ;623;31-50;F;0;842
MI10_15  ;VE;/packages                                   ;Edge      ;485;31-50;F;0;842
MI10_13  ;IO;/                                           ;Edge      ;558;18-30;F;1;842
A6       ;BR;/                                           ;Edge      ;835;18-30;F;0;842
A12      ;NO;/apis/cloud/robot/usage                     ;Edge      ;505;18-30;F;1;842
IOS14_7  ;UA;/apis/cloud/robot/introduction              ;Firefox   ;315;18-30;M;1;842
IOS15_3  ;BR;/packages                                   ;Firefox   ;933;51+  ;F;1;842
W7       ;AR;/                                           ;Firefox   ;923;31-50;F;1;842
IOS14_7  ;ES;/apis/cloud/robot/introduction              ;Firefox   ;200;51+  ;F;1;842
IOS15_7  ;FR;/sdk/mobile/myport/usage                    ;Firefox   ;875;51+  ;M;0;842
IOS15_3_1;MX;/sdk/mobile/myport/requirements             ;Firefox   ;227;31-50;F;0;842
IOS15_7  ;AR;/packages                                   ;Firefox   ;274;18-30;M;1;842
A12      ;IR;/sdk/mobile/myport/download                 ;Firefox   ;231;31-50;F;0;842
IOS15_5  ;IT;/                                           ;Opera     ;343;31-50;F;1;842
A12      ;CH;/apis/cloud/robot/usage                     ;Opera     ;638;31-50;F;0;842
IOS15_4  ;GR;/apis/cloud/robot/usage                     ;Opera     ;495;51+  ;M;0;842
MI10_13  ;BH;/apis/cloud/robot/usage                     ;Opera     ;572;31-50;M;0;842
IOS14_7_1;BH;/packages                                   ;Safari    ;648;18-30;M;0;842
A6       ;GR;/packages                                   ;Safari    ;853;51+  ;M;0;842
IOS14_7  ;DE;/sdk/mobile/myport/specification            ;Safari    ;336;31-50;M;1;842
IOS15_5  ;TH;/sdk/mobile/myport/requirements             ;Safari    ;281;51+  ;F;1;842
IOS14_7_1;BH;/terms-conditions                           ;Safari    ;147;18-30;M;1;842
A12      ;VN;/packages                                   ;Safari    ;330;18-30;F;0;842
IOS16_0  ;PL;/                                           ;Safari    ;1075;31-50;F;0;842
W8_1     ;NP;/apis/cloud/robot/introduction              ;Safari    ;293;31-50;F;0;842
MI10_13  ;AU;/packages                                   ;Chrome    ;455;18-30;F;1;843
IOS15_5  ;RO;/apis/cloud/robot/specification             ;Edge      ;395;31-50;M;0;843
IOS15_6  ;SE;/                                           ;Opera     ;301;31-50;F;1;843
W10      ;MY;/apis/cloud/statusIndicators/introduction   ;Opera     ;348;18-30;M;0;843
IOS8_3   ;BR;/packages                                   ;Opera     ;342;31-50;M;0;843
W7       ;CA;/                                           ;Chrome    ;284;31-50;F;0;844
IOS15_5  ;FR;/apis/onSite/pGateway/hardware              ;Chrome    ;245;51+  ;M;1;844
IOS11_0  ;BG;/apis/cloud/robot/introduction              ;Chrome    ;417;18-30;M;0;844
A8_1_0   ;PL;/apis/cloud/liveVisualization/specification ;Chrome    ;254;31-50;M;0;844
MI10_15  ;RS;/apis/cloud/robot/specification             ;Edge      ;645;51+  ;F;1;844
A11      ;CA;/                                           ;Edge      ;202;31-50;F;0;844
IOS15_3_1;AE;/apis/cloud/robot/specification             ;Edge      ;516;51+  ;F;1;844
A12      ;VN;/packages                                   ;Firefox   ;361;18-30;F;1;844
IOS15_5  ;NO;/packages                                   ;Firefox   ;426;18-30;F;0;844
A8_1_0   ;PL;/apis/cloud/statusIndicators/specification  ;Firefox   ;1066;51+  ;M;0;844
IOS11_0  ;CH;/apis/cloud/liveVisualization/specification ;Firefox   ;273;31-50;F;1;844
IOS16_0  ;KR;/                                           ;Firefox   ;438;18-30;F;0;844
IOS15_7  ;EG;/apis/cloud/robot/introduction              ;Opera     ;534;31-50;M;0;844
IOS15_3  ;ES;/apis/cloud/liveVisualization/specification ;Opera     ;431;31-50;M;1;844
IOS14_7_1;HK;/apis/cloud/liveVisualization/specification ;Opera     ;484;31-50;F;1;844
W10      ;MY;/                                           ;Opera     ;387;51+  ;M;1;844
IOS13_2_3;AT;/apis/cloud/robot/security                  ;Opera     ;506;18-30;M;1;844
LX       ;AR;/apis/cloud/robot/usage                     ;Safari    ;498;18-30;M;0;844
A10      ;GB;/apis/onSite/pGateway/introduction          ;Safari    ;201;31-50;F;0;844
IOS15_2  ;ES;/                                           ;Safari    ;390;31-50;F;0;844
A11      ;CR;/packages                                   ;Safari    ;393;18-30;F;0;844
IOS14_7_1;BR;/                                           ;Chrome    ;463;31-50;F;1;845
A10      ;SE;/                                           ;Chrome    ;373;18-30;M;0;845
IOS16_0  ;HU;/                                           ;Edge      ;817;51+  ;F;1;845
IOS15_7  ;DK;/                                           ;Firefox   ;563;31-50;M;0;845
A8_1_0   ;IR;/                                           ;Firefox   ;233;31-50;M;0;845
IOS14_6  ;RU;/packages                                   ;Opera     ;250;18-30;F;1;845
LX       ;ZW;/packages                                   ;Safari    ;655;31-50;M;0;845
IOS14_7  ;IR;/apis/onSite/pGateway/introduction          ;Safari    ;882;31-50;M;1;845
A12      ;AU;/                                           ;Safari    ;449;31-50;F;0;845
A12      ;UA;/apis/onSite/pGateway/security              ;Chrome    ;161;18-30;M;1;846
A8_0_0   ;PL;/apis/onSite/pGateway/security              ;Chrome    ;196;31-50;M;0;846
IOS15_4  ;AE;/apis/cloud/robot/introduction              ;Chrome    ;191;18-30;F;0;846
IOS11_0  ;DK;/apis/cloud/robot/usage                     ;Chrome    ;238;18-30;F;0;846
IOS14_7  ;EG;/apis/onSite/pGateway/introduction          ;Chrome    ;525;31-50;M;0;846
IOS15_5  ;AE;/                                           ;Edge      ;458;31-50;F;0;846
W10      ;US;/packages                                   ;Edge      ;152;51+  ;F;0;846
A12      ;HK;/apis/onSite/pGateway/hardware              ;Edge      ;833;51+  ;F;0;846
MI10_15  ;PT;/apis/onSite/pGateway/introduction          ;Edge      ;122;31-50;M;1;846
MI10_14  ;IO;/apis/onSite/pGateway/deployment            ;Edge      ;1169;31-50;F;0;846
IOS15_3_1;NO;/                                           ;Firefox   ;302;51+  ;M;0;846
A6       ;AR;/                                           ;Firefox   ;500;18-30;F;1;846
IOS15_6_1;CZ;/                                           ;Firefox   ;378;31-50;F;1;846
MI10_13  ;ZA;/apis/onSite/pGateway/deployment            ;Firefox   ;647;51+  ;M;0;846
MI10_13  ;BR;/packages                                   ;Firefox   ;971;31-50;F;0;846
LX       ;NZ;/apis/cloud/robot/usage                     ;Firefox   ;588;51+  ;M;0;846
W10      ;CN;/packages                                   ;Firefox   ;150;51+  ;M;1;846
IOS16_0  ;ZW;/apis/onSite/pGateway/introduction          ;Opera     ;338;18-30;F;0;846
LX       ;SE;/apis/cloud/robot/usage                     ;Opera     ;889;51+  ;M;1;846
W10      ;PE;/apis/onSite/pGateway/hardware              ;Safari    ;392;18-30;M;0;846
A12      ;IE;/apis/cloud/robot/security                  ;Safari    ;444;31-50;M;0;846
A8_0_0   ;IL;/                                           ;Safari    ;406;51+  ;M;0;846
A13      ;MX;/apis/onSite/pGateway/specification         ;Safari    ;481;51+  ;F;1;846
IOS13_2_3;PL;/                                           ;Safari    ;219;51+  ;F;0;846
MI10_14  ;EE;/                                           ;Safari    ;439;51+  ;F;1;846
IOS15_2  ;GE;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Chrome    ;421;51+  ;F;0;847
A11      ;BA;/packages                                   ;Chrome    ;1307;51+  ;M;0;847
A8_0_0   ;EG;/news                                       ;Edge      ;876;51+  ;F;0;847
IOS15_6  ;CH;/                                           ;Firefox   ;570;31-50;F;0;847
MI10_13  ;FI;/packages                                   ;Firefox   ;473;31-50;F;0;847
A11      ;CA;/                                           ;Firefox   ;497;51+  ;M;0;847
A13      ;BA;/packages                                   ;Opera     ;252;31-50;M;1;847
IOS15_4_1;MY;/                                           ;Edge      ;346;51+  ;F;1;848
A9       ;HK;/packages                                   ;Safari    ;186;31-50;M;1;849
IOS15_4_1;LT;/                                           ;Chrome    ;401;31-50;M;0;850
A10      ;IR;/news/c9592ecb-69b9-eb11-b81f-00155d0ace00  ;Chrome    ;232;31-50;M;0;850
IOS14_7_1;BA;/apis/onSite/pGateway/introduction          ;Chrome    ;415;18-30;M;0;850
A10      ;MA;/                                           ;Chrome    ;325;18-30;F;1;850
MI10_14  ;EG;/apis/cloud/statusIndicators/introduction   ;Chrome    ;538;31-50;M;1;850
A11      ;GR;/apis/cloud/statusIndicators/specification  ;Edge      ;448;18-30;F;0;850
W10      ;FR;/apis/onSite/pGateway/introduction          ;Edge      ;576;18-30;F;1;850
MI10_13  ;HR;/apis/onSite/pGateway/security              ;Edge      ;417;18-30;M;1;850
A6       ;GR;/apis/onSite/pGateway/specification         ;Edge      ;724;51+  ;F;0;850
MI10_15  ;CR;/apis/cloud/statusIndicators/specification  ;Edge      ;802;31-50;M;1;850
LX       ;BE;/getting-started                            ;Edge      ;1180;18-30;M;1;850
IOS15_5  ;DK;/apis/cloud/statusIndicators/introduction   ;Edge      ;289;18-30;F;0;850
A11      ;CZ;/apis/onSite/pGateway/hardware              ;Firefox   ;223;31-50;F;0;850
W8_1     ;FI;/apis/onSite/pGateway/introduction          ;Firefox   ;946;51+  ;F;0;850
A6       ;CN;/getting-started                            ;Firefox   ;370;51+  ;F;0;850
A8_1_0   ;IO;/packages                                   ;Firefox   ;350;51+  ;M;0;850
IOS14_6  ;NO;/                                           ;Firefox   ;278;31-50;F;1;850
A9       ;BG;/news                                       ;Opera     ;180;51+  ;F;1;850
A8_1_0   ;ES;/packages                                   ;Opera     ;1095;31-50;M;1;850
MI10_14  ;CN;/news                                       ;Opera     ;647;31-50;M;0;850
IOS15_6_1;CR;/                                           ;Opera     ;742;18-30;F;1;850
IOS15_6  ;SI;/apis/cloud/statusIndicators/security       ;Opera     ;528;18-30;F;0;850
IOS8_3   ;TR;/packages                                   ;Opera     ;195;31-50;M;0;850
IOS15_5  ;HK;/sdk/mobile/myport/requirements             ;Chrome    ;448;51+  ;F;0;851
IOS14_7  ;BR;/sdk/mobile/myport/specification            ;Chrome    ;393;51+  ;F;1;851
A9       ;BE;/sdk/mobile/myport/introduction             ;Chrome    ;423;51+  ;M;0;851
A8_0_0   ;HR;/packages                                   ;Chrome    ;976;18-30;F;1;851
W10      ;BR;/news                                       ;Chrome    ;251;31-50;M;0;851
IOS13_2_3;SG;/apis/cloud/statusIndicators/specification  ;Chrome    ;572;18-30;F;0;851
IOS15_2  ;BA;/sdk/mobile/myport/release-note             ;Chrome    ;408;31-50;F;1;851
A9       ;RS;/apis/cloud/liveVisualization/introduction  ;Chrome    ;938;51+  ;F;1;851
IOS15_4  ;IE;/packages                                   ;Edge      ;528;31-50;M;0;851
W10      ;CZ;/sdk/mobile/myport/usage                    ;Edge      ;238;51+  ;M;0;851
IOS15_6_1;AU;/apis/cloud/statusIndicators/security       ;Edge      ;486;51+  ;F;1;851
W7       ;MX;/apis/onSite/pGateway/hardware              ;Edge      ;321;18-30;F;0;851
MI10_13  ;GR;/                                           ;Edge      ;259;31-50;M;0;851
